State,County,Total_Enrolled,UHC_Enrolled,UHC_Share,Comp1_Name,Comp1_Enrolled,Comp1_Share,Comp2_Name,Comp2_Enrolled,Comp2_Share,Comp3_Name,Comp3_Enrolled,Comp3_Share,Comp4_Name,Comp4_Enrolled,Comp4_Share
NC,Gates,1177,253,21.5,Humana,641,54.46,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,115,9.77,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,94.0,7.99,CVS Health (Aetna),74.0,6.29
NC,Graham,1281,310,24.2,Humana,699,54.57,CVS Health (Aetna),148,11.55,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,56.0,4.37,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,38.0,2.97
NC,Granville,7735,1792,23.17,Humana,3381,43.71,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,1527,19.74,CVS Health (Aetna),674.0,8.71,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,274.0,3.54
NC,Greene,2376,685,28.83,Humana,1014,42.68,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,282,11.87,CVS Health (Aetna),267.0,11.24,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,104.0,4.38
NC,Guilford,76877,26793,34.85,Humana,18466,24.02,CARE N' CARE INSURANCE COMPANY OF NORTH CAROLINA,9162,11.92,CVS Health (Aetna),8766.0,11.4,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,7293.0,9.49
NC,Halifax,8803,2828,32.13,Humana,2963,33.66,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,1252,14.22,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,906.0,10.29,CVS Health (Aetna),840.0,9.54
NC,Harnett,13655,2929,21.45,Humana,5217,38.21,CVS Health (Aetna),1943,14.23,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,1778.0,13.02,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,1018.0,7.46
NC,Haywood,10346,2190,21.17,Humana,5390,52.1,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,1112,10.75,CVS Health (Aetna),831.0,8.03,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,271.0,2.62
NC,Henderson,17178,5786,33.68,Humana,6304,36.7,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,1976,11.5,CVS Health (Aetna),1885.0,10.97,Centene (WellcCare),234.0,1.36
NC,Hertford,3253,988,30.37,Humana,1092,33.57,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,495,15.22,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,452.0,13.89,CVS Health (Aetna),226.0,6.95
NC,Hoke,5019,1458,29.05,Humana,1711,34.09,CVS Health (Aetna),573,11.42,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,504.0,10.04,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,286.0,5.7
NC,Hyde,659,193,29.29,Humana,287,43.55,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,83,12.59,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,62.0,9.41,CVS Health (Aetna),34.0,5.16
NC,Iredell,24283,9443,38.89,Humana,6241,25.7,CVS Health (Aetna),2774,11.42,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,2570.0,10.58,"BRAVO HEALTH PENNSYLVANIA, INC.",2015.0,8.3
NC,Jackson,4588,1054,22.97,Humana,2331,50.81,CVS Health (Aetna),486,10.59,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,402.0,8.76,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,117.0,2.55
NC,Johnston,23952,7532,31.45,Humana,8280,34.57,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,3034,12.67,CVS Health (Aetna),2786.0,11.63,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,808.0,3.37
NC,Jones,1559,505,32.39,Humana,567,36.37,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,202,12.96,CVS Health (Aetna),148.0,9.49,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,137.0,8.79
NC,Lee,7825,2156,27.55,Humana,2888,36.91,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,960,12.27,CVS Health (Aetna),938.0,11.99,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,361.0,4.61
NC,Lenoir,8556,2684,31.37,Humana,3464,40.49,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,842,9.84,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,754.0,8.81,CVS Health (Aetna),753.0,8.8
NC,Lincoln,12859,4546,35.35,Humana,3560,27.68,CVS Health (Aetna),1834,14.26,"BRAVO HEALTH PENNSYLVANIA, INC.",1115.0,8.67,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,983.0,7.64
NC,Macon,5758,1497,26.0,Humana,1842,31.99,CVS Health (Aetna),1491,25.89,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,554.0,9.62,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,160.0,2.78
NC,Madison,3503,1054,30.09,Humana,1418,40.48,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,414,11.82,CVS Health (Aetna),246.0,7.02,"ALIGNMENT HEALTH PLAN OF NORTH CAROLINA, INC.",132.0,3.77
NC,Martin,3926,1310,33.37,Humana,1294,32.96,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,638,16.25,CVS Health (Aetna),362.0,9.22,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,322.0,8.2
NC,McDowell,7706,1996,25.9,Humana,2812,36.49,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,1594,20.69,CVS Health (Aetna),602.0,7.81,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,281.0,3.65
NC,Mecklenburg,90486,35445,39.17,Humana,21889,24.19,CVS Health (Aetna),14226,15.72,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,7479.0,8.27,"BRAVO HEALTH PENNSYLVANIA, INC.",4523.0,5.0
NC,Mitchell,2568,877,34.15,Humana,822,32.01,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,404,15.73,CVS Health (Aetna),225.0,8.76,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,79.0,3.08
NC,Montgomery,4239,1298,30.62,Humana,1700,40.1,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,396,9.34,CVS Health (Aetna),345.0,8.14,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,226.0,5.33
NC,Moore,14929,3460,23.18,Humana,4156,27.84,FIRSTCAROLINACARE INSURANCE COMPANY,3152,21.11,CVS Health (Aetna),1610.0,10.78,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,1516.0,10.15
NC,Nash,14105,5058,35.86,Humana,4298,30.47,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,2380,16.87,CVS Health (Aetna),1609.0,11.41,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,633.0,4.49
NC,New Hanover,23880,3658,15.32,Humana,14148,59.25,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,4371,18.3,CVS Health (Aetna),818.0,3.43,FIRSTCAROLINACARE INSURANCE COMPANY,322.0,1.35
NC,Northampton,3297,987,29.94,Humana,1171,35.52,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,509,15.44,CVS Health (Aetna),368.0,11.16,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,262.0,7.95
NC,Onslow,13990,6066,43.36,Humana,3512,25.1,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,2381,17.02,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,1436.0,10.26,CVS Health (Aetna),473.0,3.38
NC,Orange,14198,2526,17.79,Humana,6093,42.91,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,2184,15.38,CVS Health (Aetna),2114.0,14.89,"ALIGNMENT HEALTH PLAN OF NORTH CAROLINA, INC.",495.0,3.49
NC,Pamlico,1914,630,32.92,Humana,782,40.86,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,206,10.76,CVS Health (Aetna),162.0,8.46,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,120.0,6.27
NC,Pasquotank,4303,853,19.82,Humana,2700,62.75,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,361,8.39,CVS Health (Aetna),271.0,6.3,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,101.0,2.35
NC,Pender,7903,1523,19.27,Humana,4091,51.77,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,1068,13.51,CVS Health (Aetna),658.0,8.33,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,404.0,5.11
NC,Perquimans,1845,482,26.12,Humana,972,52.68,CVS Health (Aetna),192,10.41,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,117.0,6.34,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,69.0,3.74
NC,Person,6413,1782,27.79,Humana,2248,35.05,CVS Health (Aetna),1390,21.67,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,711.0,11.09,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,113.0,1.76
NC,Pitt,19090,5561,29.13,Humana,6537,34.24,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,2775,14.54,CVS Health (Aetna),2640.0,13.83,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,1378.0,7.22
NC,Polk,2987,941,31.5,Humana,1052,35.22,CVS Health (Aetna),435,14.56,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,270.0,9.04,"BRAVO HEALTH PENNSYLVANIA, INC.",105.0,3.52
NC,Randolph,24419,7838,32.1,Humana,5743,23.52,CARE N' CARE INSURANCE COMPANY OF NORTH CAROLINA,4679,19.16,CVS Health (Aetna),2911.0,11.92,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,1755.0,7.19
NC,Richmond,6810,2912,42.76,Humana,2016,29.6,FIRSTCAROLINACARE INSURANCE COMPANY,493,7.24,CVS Health (Aetna),435.0,6.39,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,373.0,5.48
NC,Robeson,19298,4640,24.04,Humana,6185,32.05,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,2740,14.2,CVS Health (Aetna),2519.0,13.05,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,1610.0,8.34
NC,Rockingham,19094,7044,36.89,Humana,4022,21.06,CARE N' CARE INSURANCE COMPANY OF NORTH CAROLINA,2796,14.64,CVS Health (Aetna),2382.0,12.48,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,1213.0,6.35
NC,Rowan,22370,9136,40.84,Humana,5719,25.57,CVS Health (Aetna),2690,12.03,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,1715.0,7.67,"BRAVO HEALTH PENNSYLVANIA, INC.",1448.0,6.47
NC,Rutherford,10233,2739,26.77,Humana,4739,46.31,CVS Health (Aetna),1113,10.88,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,963.0,9.41,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,281.0,2.75
NC,Sampson,8507,2092,24.59,Humana,2657,31.23,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,1659,19.5,CVS Health (Aetna),1051.0,12.35,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,460.0,5.41
NC,Scotland,5606,1717,30.63,Humana,1887,33.66,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,495,8.83,CVS Health (Aetna),486.0,8.67,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,451.0,8.04
NC,Stanly,9784,3849,39.34,Humana,3199,32.7,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,1170,11.96,CVS Health (Aetna),1045.0,10.68,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,310.0,3.17
NC,Stokes,9074,3411,37.59,Humana,2475,27.28,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,1179,12.99,CVS Health (Aetna),916.0,10.09,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,389.0,4.29
NC,Surry,13345,6406,48.0,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,2903,21.75,Humana,2100,15.74,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,1481.0,11.1,CVS Health (Aetna),367.0,2.75
NC,Swain,1788,452,25.28,Humana,867,48.49,CVS Health (Aetna),147,8.22,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,144.0,8.05,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,88.0,4.92
NC,Transylvania,5470,1486,27.17,Humana,1790,32.72,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,1246,22.78,CVS Health (Aetna),527.0,9.63,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,92.0,1.68
NC,Tyrrell,419,124,29.59,Humana,209,49.88,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,38,9.07,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,30.0,7.16,CVS Health (Aetna),18.0,4.3
NC,Union,22131,7007,31.66,Humana,5116,23.12,CVS Health (Aetna),4978,22.49,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,2498.0,11.29,"BRAVO HEALTH PENNSYLVANIA, INC.",1120.0,5.06
NC,Vance,7350,1843,25.07,Humana,2493,33.92,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,1904,25.9,CVS Health (Aetna),493.0,6.71,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,480.0,6.53
NC,Wake,96377,26501,27.5,Humana,31185,32.36,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,16863,17.5,CVS Health (Aetna),11191.0,11.61,"ALIGNMENT HEALTH PLAN OF NORTH CAROLINA, INC.",4303.0,4.46
NC,Warren,3180,670,21.07,Humana,1228,38.62,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,674,21.19,CVS Health (Aetna),270.0,8.49,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,221.0,6.95
NC,Washington,1929,643,33.33,Humana,689,35.72,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,267,13.84,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,204.0,10.58,CVS Health (Aetna),126.0,6.53
NC,Watauga,4899,670,13.68,Humana,3064,62.54,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,752,15.35,CVS Health (Aetna),199.0,4.06,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,148.0,3.02
NC,Wayne,14950,5013,33.53,Humana,5830,39.0,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,2104,14.07,CVS Health (Aetna),1181.0,7.9,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,647.0,4.33
NC,Wilkes,12885,6599,51.21,Humana,2956,22.94,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,1915,14.86,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,635.0,4.93,CVS Health (Aetna),525.0,4.07
NC,Wilson,10963,4123,37.61,Humana,3624,33.06,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,1507,13.75,CVS Health (Aetna),1020.0,9.3,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,526.0,4.8
NC,Yadkin,7116,3057,42.96,Humana,2196,30.86,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,900,12.65,"BRAVO HEALTH PENNSYLVANIA, INC.",278.0,3.91,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,257.0,3.61
NC,Yancey,3100,939,30.29,Humana,1229,39.65,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,436,14.06,CVS Health (Aetna),304.0,9.81,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,91.0,2.94
ND,Adams,197,0,0.0,NEXTBLUE OF NORTH DAKOTA INSURANCE COMPANY,107,54.31,MEDICA INSURANCE COMPANY,90,45.69,ALIGNMENT HEALTH PLAN,0.0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0
ND,Barnes,1084,125,11.53,NEXTBLUE OF NORTH DAKOTA INSURANCE COMPANY,432,39.85,MEDICA INSURANCE COMPANY,403,37.18,SANFORD HEALTH PLAN,61.0,5.63,Humana,21.0,1.94
ND,Benson,288,67,23.26,NEXTBLUE OF NORTH DAKOTA INSURANCE COMPANY,127,44.1,MEDICA INSURANCE COMPANY,94,32.64,ALIGNMENT HEALTH PLAN,0.0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0
ND,Billings,79,0,0.0,NEXTBLUE OF NORTH DAKOTA INSURANCE COMPANY,57,72.15,MEDICA INSURANCE COMPANY,22,27.85,ALIGNMENT HEALTH PLAN,0.0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0
ND,Bottineau,215,0,0.0,NEXTBLUE OF NORTH DAKOTA INSURANCE COMPANY,189,87.91,MEDICA INSURANCE COMPANY,26,12.09,ALIGNMENT HEALTH PLAN,0.0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0
ND,Bowman,208,0,0.0,NEXTBLUE OF NORTH DAKOTA INSURANCE COMPANY,107,51.44,MEDICA INSURANCE COMPANY,89,42.79,Humana,12.0,5.77,ALIGNMENT HEALTH PLAN,0.0,0.0
ND,Burke,62,0,0.0,NEXTBLUE OF NORTH DAKOTA INSURANCE COMPANY,62,100.0,ALIGNMENT HEALTH PLAN,0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0,AULTCARE HEALTH INSURING CORPORATION,0.0,0.0
ND,Burleigh,8525,1085,12.73,MEDICA HEALTH PLANS,3188,37.4,NEXTBLUE OF NORTH DAKOTA INSURANCE COMPANY,2691,31.57,SANFORD HEALTH PLAN,994.0,11.66,CVS Health (Aetna),262.0,3.07
ND,Cass,11916,1888,15.84,MEDICA INSURANCE COMPANY,3518,29.52,NEXTBLUE OF NORTH DAKOTA INSURANCE COMPANY,3383,28.39,SANFORD HEALTH PLAN,1481.0,12.43,"HEALTHPARTNERS, INC.",572.0,4.8
ND,Cavalier,221,0,0.0,NEXTBLUE OF NORTH DAKOTA INSURANCE COMPANY,100,45.25,MEDICA INSURANCE COMPANY,98,44.34,Humana,23.0,10.41,ALIGNMENT HEALTH PLAN,0.0,0.0
ND,Dickey,585,54,9.23,NEXTBLUE OF NORTH DAKOTA INSURANCE COMPANY,362,61.88,MEDICA INSURANCE COMPANY,125,21.37,FIRST HEALTH LIFE & HEALTH INSURANCE COMPANY,16.0,2.74,Humana,15.0,2.56
ND,Divide,60,0,0.0,NEXTBLUE OF NORTH DAKOTA INSURANCE COMPANY,60,100.0,ALIGNMENT HEALTH PLAN,0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0,AULTCARE HEALTH INSURING CORPORATION,0.0,0.0
ND,Dunn,206,0,0.0,NEXTBLUE OF NORTH DAKOTA INSURANCE COMPANY,127,61.65,MEDICA INSURANCE COMPANY,79,38.35,ALIGNMENT HEALTH PLAN,0.0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0
ND,Eddy,168,0,0.0,NEXTBLUE OF NORTH DAKOTA INSURANCE COMPANY,102,60.71,MEDICA INSURANCE COMPANY,66,39.29,ALIGNMENT HEALTH PLAN,0.0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0
ND,Emmons,422,0,0.0,NEXTBLUE OF NORTH DAKOTA INSURANCE COMPANY,230,54.5,MEDICA INSURANCE COMPANY,146,34.6,CVS Health (Aetna),17.0,4.03,FIRST HEALTH LIFE & HEALTH INSURANCE COMPANY,17.0,4.03
ND,Foster,246,0,0.0,MEDICA INSURANCE COMPANY,137,55.69,NEXTBLUE OF NORTH DAKOTA INSURANCE COMPANY,95,38.62,Humana,14.0,5.69,ALIGNMENT HEALTH PLAN,0.0,0.0
ND,Golden Valley,74,0,0.0,NEXTBLUE OF NORTH DAKOTA INSURANCE COMPANY,74,100.0,ALIGNMENT HEALTH PLAN,0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0,AULTCARE HEALTH INSURING CORPORATION,0.0,0.0
ND,Grand Forks,3781,745,19.7,MEDICA HEALTH PLANS,1191,31.5,NEXTBLUE OF NORTH DAKOTA INSURANCE COMPANY,1089,28.8,Humana,313.0,8.28,SANFORD HEALTH PLAN,221.0,5.85
ND,Grant,290,0,0.0,NEXTBLUE OF NORTH DAKOTA INSURANCE COMPANY,178,61.38,MEDICA INSURANCE COMPANY,112,38.62,ALIGNMENT HEALTH PLAN,0.0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0
ND,Griggs,225,0,0.0,MEDICA INSURANCE COMPANY,117,52.0,NEXTBLUE OF NORTH DAKOTA INSURANCE COMPANY,81,36.0,Humana,16.0,7.11,FIRST HEALTH LIFE & HEALTH INSURANCE COMPANY,11.0,4.89
ND,Hettinger,172,0,0.0,MEDICA INSURANCE COMPANY,90,52.33,NEXTBLUE OF NORTH DAKOTA INSURANCE COMPANY,82,47.67,ALIGNMENT HEALTH PLAN,0.0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0
ND,Kidder,350,24,6.86,NEXTBLUE OF NORTH DAKOTA INSURANCE COMPANY,169,48.29,MEDICA INSURANCE COMPANY,157,44.86,ALIGNMENT HEALTH PLAN,0.0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0
ND,LaMoure,537,19,3.54,MEDICA INSURANCE COMPANY,258,48.04,NEXTBLUE OF NORTH DAKOTA INSURANCE COMPANY,235,43.76,Humana,13.0,2.42,FIRST HEALTH LIFE & HEALTH INSURANCE COMPANY,12.0,2.23
ND,Logan,248,0,0.0,NEXTBLUE OF NORTH DAKOTA INSURANCE COMPANY,175,70.56,MEDICA INSURANCE COMPANY,73,29.44,ALIGNMENT HEALTH PLAN,0.0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0
ND,McHenry,489,82,16.77,NEXTBLUE OF NORTH DAKOTA INSURANCE COMPANY,226,46.22,MEDICA INSURANCE COMPANY,181,37.01,ALIGNMENT HEALTH PLAN,0.0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0
ND,McIntosh,380,0,0.0,MEDICA INSURANCE COMPANY,181,47.63,NEXTBLUE OF NORTH DAKOTA INSURANCE COMPANY,171,45.0,CVS Health (Aetna),15.0,3.95,FIRST HEALTH LIFE & HEALTH INSURANCE COMPANY,13.0,3.42
ND,McKenzie,129,0,0.0,NEXTBLUE OF NORTH DAKOTA INSURANCE COMPANY,129,100.0,ALIGNMENT HEALTH PLAN,0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0,AULTCARE HEALTH INSURING CORPORATION,0.0,0.0
ND,McLean,991,154,15.54,NEXTBLUE OF NORTH DAKOTA INSURANCE COMPANY,415,41.88,MEDICA INSURANCE COMPANY,335,33.8,SANFORD HEALTH PLAN,47.0,4.74,FIRST HEALTH LIFE & HEALTH INSURANCE COMPANY,20.0,2.02
ND,Mercer,849,106,12.49,NEXTBLUE OF NORTH DAKOTA INSURANCE COMPANY,337,39.69,MEDICA INSURANCE COMPANY,231,27.21,UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT,93.0,10.95,SANFORD HEALTH PLAN,32.0,3.77
ND,Morton,3429,420,12.25,MEDICA HEALTH PLANS,1227,35.78,NEXTBLUE OF NORTH DAKOTA INSURANCE COMPANY,1130,32.95,SANFORD HEALTH PLAN,405.0,11.81,CVS Health (Aetna),111.0,3.24
ND,Mountrail,269,91,33.83,NEXTBLUE OF NORTH DAKOTA INSURANCE COMPANY,160,59.48,MEDICA INSURANCE COMPANY,18,6.69,ALIGNMENT HEALTH PLAN,0.0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0
ND,Nelson,265,0,0.0,MEDICA INSURANCE COMPANY,110,41.51,NEXTBLUE OF NORTH DAKOTA INSURANCE COMPANY,94,35.47,CVS Health (Aetna),19.0,7.17,Humana,16.0,6.04
ND,Oliver,161,19,11.8,NEXTBLUE OF NORTH DAKOTA INSURANCE COMPANY,86,53.42,MEDICA INSURANCE COMPANY,56,34.78,ALIGNMENT HEALTH PLAN,0.0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0
ND,Pembina,479,118,24.63,MEDICA INSURANCE COMPANY,192,40.08,NEXTBLUE OF NORTH DAKOTA INSURANCE COMPANY,151,31.52,Humana,18.0,3.76,ALIGNMENT HEALTH PLAN,0.0,0.0
ND,Pierce,323,0,0.0,MEDICA INSURANCE COMPANY,189,58.51,NEXTBLUE OF NORTH DAKOTA INSURANCE COMPANY,134,41.49,ALIGNMENT HEALTH PLAN,0.0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0
ND,Ramsey,732,192,26.23,NEXTBLUE OF NORTH DAKOTA INSURANCE COMPANY,283,38.66,MEDICA INSURANCE COMPANY,214,29.23,SANFORD HEALTH PLAN,43.0,5.87,ALIGNMENT HEALTH PLAN,0.0,0.0
ND,Ransom,670,201,30.0,NEXTBLUE OF NORTH DAKOTA INSURANCE COMPANY,318,47.46,MEDICA INSURANCE COMPANY,124,18.51,SANFORD HEALTH PLAN,27.0,4.03,ALIGNMENT HEALTH PLAN,0.0,0.0
ND,Renville,145,0,0.0,NEXTBLUE OF NORTH DAKOTA INSURANCE COMPANY,134,92.41,MEDICA INSURANCE COMPANY,11,7.59,ALIGNMENT HEALTH PLAN,0.0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0
ND,Richland,1645,228,13.86,NEXTBLUE OF NORTH DAKOTA INSURANCE COMPANY,740,44.98,MEDICA INSURANCE COMPANY,455,27.66,SANFORD HEALTH PLAN,103.0,6.26,Humana,45.0,2.74
ND,Rolette,187,11,5.88,NEXTBLUE OF NORTH DAKOTA INSURANCE COMPANY,93,49.73,MEDICA INSURANCE COMPANY,83,44.39,ALIGNMENT HEALTH PLAN,0.0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0
ND,Sargent,508,237,46.65,NEXTBLUE OF NORTH DAKOTA INSURANCE COMPANY,223,43.9,MEDICA INSURANCE COMPANY,48,9.45,ALIGNMENT HEALTH PLAN,0.0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0
